hwWlanApMac,hwWlanApSn,hwWlanApTypeInfo,hwWlanApName,hwWlanApGroup,hwWlanApRunState,hwWlanApSoftwareVersion,group_id
,2102354DKSW0P3001355,AirEngine5761R-11,GuangXi_BLL_FJ08_D_WT15334,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P3001356,AirEngine5761R-11,GuangXi_BJS_A14_U_WT15348,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P3001358,AirEngine5761R-11,GuangXi_BJS_A07_U_WT15355,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P3001385,AirEngine5761R-11,GuangXi_BLL_FJ01_D_WT15341,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P3001563,AirEngine5761R-11,GuangXi_SL_FJ05_U_WT15513,广西-首龙风电场2004,11,V200R022C00SPC100,1422
,2102354DKSW0P3001582,AirEngine5761R-11,GuangXi_LF_FJ04_D_WT15482,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001588,AirEngine5761R-11,GuangXi_LF_FJ02_U_WT15481,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001589,AirEngine5761R-11,GuangXi_LF_FJ04_U_WT15482,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001590,AirEngine5761R-11,GuangXi_LF_FJ11_D_WT15490,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001594,AirEngine5761R-11,GuangXi_LF_FJ06_U_WT15491,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001596,AirEngine5761R-11,GuangXi_LF_FJ16_U_WT15486,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001597,AirEngine5761R-11,GuangXi_LF_FJ06_D_WT15491,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001603,AirEngine5761R-11,GuangXi_LF_FJ09_D_WT15487,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001605,AirEngine5761R-11,GuangXi_LF_FJ01_U_WT15483,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001608,AirEngine5761R-11,GuangXi_LF_FJ03_D_WT15484,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001612,AirEngine5761R-11,108f-fe7c-ca40,广西-霞义山风电场2001,11,V200R022C00SPC100,1469
,2102354DKSW0P3001649,AirEngine5761R-11,GuangXi_XYS_FJ02_U_WT12492,广西-霞义山风电场2001,11,V200R022C00SPC100,1469
,2102354DKSW0P3001664,AirEngine5761R-11,GuangXi_LF_FJ12_D_WT15493,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001681,AirEngine5761R-11,GuangXi_SL_FJ01_U_WT15500,广西-首龙风电场2004,11,V200R022C00SPC100,1422
,2102354DKSW0P3001684,AirEngine5761R-11,GuangXi_LF_FJ03_U_WT15484,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001699,AirEngine5761R-11,GuangXi_LF_FJ07_U_WT15495,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001793,AirEngine5761R-11,GuangXi_LF_FJ10_D_WT15496,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001810,AirEngine5761R-11,GuangXi_LF_FJ08_U_WT15488,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001834,AirEngine5761R-11,GuangXi_LF_FJ02_D_WT15481,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3001898,AirEngine5761R-11,GuangXi_LF_FJ12_U_WT15493,广西-来福风电场2005,11,V200R022C00SPC100,1459
,2102354DKSW0P3002133,AirEngine5761R-11,GuangXi_JK_FJ11_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002147,AirEngine5761R-11,GuangXi_XYS_FJ15_U_WT12498,广西-霞义山风电场2001,11,V200R022C00SPC100,1469
,2102354DKSW0P3002153,AirEngine5761R-11,108f-feac-4c80,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002154,AirEngine5761R-11,GuangXi_JK_FJ04_D_WT17057,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002254,AirEngine5761R-11,108f-feac-5920,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002283,AirEngine5761R-11,GuangXi_JK_FJ06_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002288,AirEngine5761R-11,108f-feac-5d60,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002304,AirEngine5761R-11,108f-feac-5f60,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002320,AirEngine5761R-11,108f-feac-6160,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002354,AirEngine5761R-11,108f-feac-65a0,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002362,AirEngine5761R-11,108f-feac-66a0,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002367,AirEngine5761R-11,108f-feac-6740,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002369,AirEngine5761R-11,108f-feac-6780,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002381,AirEngine5761R-11,GuangXi_JK_FJ12_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002387,AirEngine5761R-11,GuangXi_JK_FJ03_U_WT17056,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002399,AirEngine5761R-11,GuangXi_JK_FJ04_U_WT17057,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002402,AirEngine5761R-11,GuangXi_JK_FJ10_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002404,AirEngine5761R-11,GuangXi_JK_FJ05_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002408,AirEngine5761R-11,108f-feac-6c60,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002409,AirEngine5761R-11,GuangXi_JK_FJ10_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002411,AirEngine5761R-11,GuangXi_JK_FJ02_D_WT17055,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002413,AirEngine5761R-11,108f-feac-6d00,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002416,AirEngine5761R-11,108f-feac-6d60,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002418,AirEngine5761R-11,GuangXi_JK_FJ12_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002420,AirEngine5761R-11,108f-feac-6de0,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002422,AirEngine5761R-11,GuangXi_JK_FJ07_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002427,AirEngine5761R-11,GuangXi_JK_FJ13_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002429,AirEngine5761R-11,108f-feac-6f00,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002433,AirEngine5761R-11,GuangXi_JK_FJ05_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002436,AirEngine5761R-11,GuangXi_JK_FJ06_D,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002437,AirEngine5761R-11,GuangXi_JK_FJ02_U_WT17055,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002438,AirEngine5761R-11,108f-feac-7020,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002439,AirEngine5761R-11,GuangXi_JK_FJ11_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002441,AirEngine5761R-11,GuangXi_JK_FJ03_D_WT17056,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,2102354DKSW0P3002442,AirEngine5761R-11,GuangXi_JK_FJ13_U,广西-吉坤风电场2006,11,V200R022C00SPC100,1479
,W02340230480,AirEngine6760R-51,AnHui-TunCang-F01JiCang,安徽-屯仓风电场1101,11,V200R022C00SPC100,1578
,6R2340005731,AirEngine6760R-51,GuiZhou_YZ_FJ25_U_WT17080,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005734,AirEngine6760R-51,GuiZhou_YZ_FJ22_U_WT17077,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005736,AirEngine6760R-51,GuiZhou_YZ_FJ17_U_WT17072,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005737,AirEngine6760R-51,GuiZhou_YZ_FJ20_U_WT17075,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005742,AirEngine6760R-51,GuiZhou_YZ_FJ21_U_WT17076,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005743,AirEngine6760R-51,GuiZhou_YZ_FJ18_U_WT17073,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005744,AirEngine6760R-51,GuiZhou_YZ_FJ19_U_WT17074,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,6R2340005745,AirEngine6760R-51,GuiZhou_YZ_FJ23_D_WT17078,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,2102353KCNW0L9000768,AirEngine6760R-51E,AnHui-LuShan-SYZ-ShiWai-AP01,安徽-鲁山风电场1103-升压,11,V200R022C00SPC100,3535
,2102353KCNW0L9000817,AirEngine6760R-51E,FuJian-QiuLu-SYZ-ShiWai-AP1,福建-萩芦风电场1409-升压,11,V200R022C00SPC100,1768
,6R22B0028718,AirEngine6760R-51,1423-0a23-75e0,云南-株木山风电场1903,11,V200R021C10SPC100,1589
,21500844522SP4502369,AirEngine5761-11W,GuiZhou_YZ_FJ24_D_WT17079,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,21500844522SP4502975,AirEngine5761-11W,AnHui-TunCang-F01TaDi,安徽-屯仓风电场1101,4,,1578
,21500844522SP4502388,AirEngine5761-11W,GuiZhou_YZ_FJ22_D_WT17077,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,21500844522SP4502351,AirEngine5761-11W,GuiZhou_YZ_FJ21_D_WT17076,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,21500844522SP4502356,AirEngine5761-11W,GuiZhou_YZ_FJ25_D_WT17080,贵州-幺站风电场2806,11,V200R022C00SPC100,1579
,21500849873GP4002944,AirEngine5762-12,GuangXi_BJS_SP-SW02_AP1,广西-笔架山风电场2003升压,11,V200R021C10SPC100,1595
,21500849873GP4003044,AirEngine5762-12,GuangXi_BLL_SYZ-AP1,广西-百龙岭风电场2007升压,11,V200R021C10SPC100,1596
,21500849873GP4003070,AirEngine5762-12,GuangXi_BJS_SP-SW02_AP2,广西-笔架山风电场2003升压,11,V200R021C10SPC100,1595
,21500849873GP4002854,AirEngine5762-12,1489-cb6e-c560,广西-来福风电场2005-升压,11,V200R021C10SPC100,1598
,21500849873GP4002849,AirEngine5762-12,1489-cb6e-c6a0,广西-来福风电场2005-升压,11,V200R021C10SPC100,1598
,21500849873GP4002855,AirEngine5762-12,GuangXi_BJS_SP-SW02_AP3,广西-笔架山风电场2003升压,11,V200R021C10SPC100,1595
,21500849873GP4002863,AirEngine5762-12,GuangXi_BLL_SYZ-AP2,广西-百龙岭风电场2007升压,11,V200R021C10SPC100,1596
,2102354DKSW0P4000020,AirEngine5761R-11,GuangXi_BJS_A11_U_WT15351,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000023,AirEngine5761R-11,GuangXi_BJS_A18_D_WT15344,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000028,AirEngine5761R-11,GuangXi_BLL_FJ07_D_WT15335,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000029,AirEngine5761R-11,GuangXi_BLL_FJ09_D_WT15333,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000061,AirEngine5761R-11,GuangXi_BLL_FJ14_D_WT15328,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000066,AirEngine5761R-11,GuangXi_BJS_A10_U_WT15352,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000071,AirEngine5761R-11,GuangXi_BLL_FJ05_U_WT15328,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000072,AirEngine5761R-11,GuangXi_BLL_FJ10_U_WT15332,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000075,AirEngine5761R-11,GuangXi_BJS_A16_D_WT15346,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000080,AirEngine5761R-11,GuangXi_BJS_A15_U_WT15347,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000084,AirEngine5761R-11,GuangXi_BJS_A13_U_WT15349,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000098,AirEngine5761R-11,GuangXi_BLL_FJ11_U_WT15331,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000101,AirEngine5761R-11,GuangXi_BLL_FJ03_D_WT15339,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000148,AirEngine5761R-11,GuangXi_BLL_FJ04_U_WT15338,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000149,AirEngine5761R-11,GuangXi_BLL_FJ08_U_WT15334,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000151,AirEngine5761R-11,GuangXi_BJS_A08_U_WT15354,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000152,AirEngine5761R-11,GuangXi_BLL_FJ13_U_WT15329,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000161,AirEngine5761R-11,GuangXi_BLL_FJ02_U_WT15340,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000169,AirEngine5761R-11,GuangXi_BJS_A19_D_WT15343,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000174,AirEngine5761R-11,GuangXi_BJS_A02_D_WT15360,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000177,AirEngine5761R-11,GuangXi_BJS_A06_D_WT15356,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000178,AirEngine5761R-11,GuangXi_BJS_A20_U_WT15342,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000179,AirEngine5761R-11,GuangXi_BJS_A16_U_WT15346,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000180,AirEngine5761R-11,GuangXi_BLL_FJ06_D_WT15336,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000182,AirEngine5761R-11,GuangXi_BJS_A12_D_WT15350,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000187,AirEngine5761R-11,GuangXi_BJS_A20_D_WT15342,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000191,AirEngine5761R-11,GuangXi_BLL_FJ02_D_WT15340,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000193,AirEngine5761R-11,GuangXi_BLL_FJ12_D_WT15330,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000195,AirEngine5761R-11,GuangXi_BLL_FJ14_U_WT15328,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,2102354DKSW0P4000197,AirEngine5761R-11,GuangXi_BJS_A17_D_WT15345,广西-笔架山风电场2003,11,V200R022C00SPC100,1424
,2102354DKSW0P4000198,AirEngine5761R-11,GuangXi_BLL_FJ10_D_WT15332,广西-百龙岭风电场2007,11,V200R022C00SPC100,1428
,21500844522SN5510942,AirEngine5761-11W,Guangxi_CP_FJ11_D_WT17251,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510943,AirEngine5761-11W,Guangxi_CP_FJ05_D_WT17245,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510946,AirEngine5761-11W,Guangxi_CP_FJ15_D_WT17255,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510949,AirEngine5761-11W,JiangSu_DF_FJ116_D_WT11663.,江苏-大丰风电场老新站806,11,V200R021C00SPC200,1636
,21500844522SN5510953,AirEngine5761-11W,Guangxi_CP_FJ10_D_WT17250,广西-岱安风电场2008,11,V200R021C00SPC200,1633
,21500844522SN5510956,AirEngine5761-11W,Guangxi_CP_FJ09_D_WT17249,广西-岱安风电场2008,11,V200R021C00SPC200,1633
,21500844522SN5510962,AirEngine5761-11W,Guangxi_CP_FJ08_D_WT17248,广西-岱安风电场2008,11,V200R021C00SPC200,1633
,21500844522SN5510964,AirEngine5761-11W,AnHui_HL_A21_D_WT11792,安徽-横龙风电场1106,11,V200R022C00SPC100,1640
,21500844522SN5510965,AirEngine5761-11W,Guangxi_CP_FJ13_D_WT17253,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510966,AirEngine5761-11W,AnHui_HL_A03_D_WT11810,安徽-横龙风电场1106,11,V200R022C00SPC100,1640
,21500844522SN5510968,AirEngine5761-11W,Guangxi_CP_FJ12_D_WT17252,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510972,AirEngine5761-11W,Guangxi_CP_FJ14_D_WT17254,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510976,AirEngine5761-11W,Guangxi_CP_FJ07_D_WT17247,广西-岱安风电场2008,11,V200R021C00SPC200,1633
,21500844522SN5510980,AirEngine5761-11W,Guangxi_CP_FJ16_D_WT17256,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5510983,AirEngine5761-11W,Guangxi_CP_FJ02_D_WT17242,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5511009,AirEngine5761-11W,AnHui_HL_A02_D_WT11811,安徽-横龙风电场1106,11,V200R021C00SPC200,1640
,21500844522SN5511018,AirEngine5761-11W,AnHui_HL_B06_D_WT12537,安徽-横龙风电场1106,11,V200R022C00SPC100,1640
,21500844522SN5511025,AirEngine5761-11W,Guangxi_CP_FJ04_D_WT17244,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5511027,AirEngine5761-11W,Guangxi_CP_FJ01_D_WT17241,广西-岱安风电场2008,11,V200R022C00SPC100,1633
,21500844522SN5511029,AirEngine5761-11W,14ab-0227-c9d0,江苏-大丰老新站806-升压,11,V200R022C00SPC100,404
,2102353KCNW0M8000944,AirEngine6760R-51E,JiangSuHaiShang_SY_ShiWai1,江苏-射阳风电场2604-升压,11,V200R022C00SPC100,1767
,2102353KCNW0M8000993,AirEngine6760R-51E,JiangSuHaiShang_SY_ShiWai14,江苏-射阳风电场2604-升压,11,V200R022C00SPC100,1767
,2102353KCNW0M8001029,AirEngine6760R-51E,JiangSuHaiShang_SY_ShiWai3,江苏-射阳风电场2604-升压,11,V200R022C00SPC100,1767
,2102353KCNW0M8001039,AirEngine6760R-51E,GuiZhou-YaoZhan-SYZ-ShiWai-ZhongKongShi,贵州-幺站风电场2806-升压,11,V200R020C00SPC300,1655
,2102352UBR6RM7002382,AirEngine5760-10,JiangSuHaiShang_SY_ShiNei1,江苏-射阳风电场2604-升压,11,V200R019C00SPC911,1767
,2102352UBR6RM7002383,AirEngine5760-10,JiangSuHaiShang_SY_ShiNei5,江苏-射阳风电场2604-升压,11,V200R019C00SPC911,1767
,2102352UBR6RM7002384,AirEngine5760-10,JiangSuHaiShang_SY_ShiNei3,江苏-射阳风电场2604-升压,11,V200R019C00SPC911,1767
,2102352UBR6RM7002430,AirEngine5760-10,GuiZhou-SongTaoPanShi-SYZ-ShiNei-1LouLouDaoKou,贵州-松桃盘石2805升压,11,V200R019C00SPC911,404
,2102352UBR6RM7002431,AirEngine5760-10,HuBei_LJS_SYZ-ShiNei4,湖北-黄陂刘家山702-升压,11,V200R019C00SPC911,1770
,2102352UBR6RM7002434,AirEngine5760-10,GuiZhou-SongTaoPanShi-SYZ-ShiNei-AnQuanQiJuShiMenKou,贵州-松桃盘石2805升压,11,V200R019C00SPC911,404
,2102352UBR6RM7002435,AirEngine5760-10,GuiZhou-SongTaoPanShi-SYZ-ShiNei-ZhongKongShiMenKou,贵州-松桃盘石2805升压,11,V200R019C00SPC911,404
,2102352UBR6RM7002437,AirEngine5760-10,HuNan_TEC_SYZ_AP1,湖南-天鹅池风电场2502升压,11,V200R019C00SPC911,1769
,2102352UBR6RM7002439,AirEngine5760-10,HuBei_LJS_SYZ-ShiNei3,湖北-黄陂刘家山702-升压,11,V200R019C00SPC911,1770
,2102352UBR6RM7002441,AirEngine5760-10,HuBei_LJS_SYZ-ShiNei1,湖北-黄陂刘家山702-升压,11,V200R019C00SPC911,1770
,2102352UBR6RM7002442,AirEngine5760-10,HuNan_TEC_SYZ_AP2,湖南-天鹅池风电场2502升压,11,V200R019C00SPC911,1769
,2102352UBR6RM7002443,AirEngine5760-10,HuNan_TEC_SYZ_AP3,湖南-天鹅池风电场2502升压,11,V200R019C00SPC911,1769
,2102352UBR6RM7002451,AirEngine5760-10,GuiZhou-SongTaoPanShi-SYZ-ShiNei-2LouLouDaoKou,贵州-松桃盘石2805升压,11,V200R019C00SPC911,404
,2102352UBR6RM7002454,AirEngine5760-10,JiangSuHaiShang_SY_ShiNei4,江苏-射阳风电场2604-升压,11,V200R019C00SPC911,1767
,2102352UBR6RM7002458,AirEngine5760-10,JiangSuHaiShang_SY_ShiNei2,江苏-射阳风电场2604-升压,11,V200R019C00SPC911,1767
,2102352UBR6RM7002459,AirEngine5760-10,#41U,江苏-射阳风电场2604,11,V200R019C00SPC911,1767
,21500844528SM9000168,AirEngine5761-11W,FuJian_QL_FJ13_D_WT08925,福建-萩芦风电场1409,11,V200R022C00SPC100,1768
,2102353KCM6RM8001022,AirEngine6760R-51,HuNan_TEC_FJ08_U_WT14900,湖南-天鹅池风电场2502,11,V200R022C00SPC100,1769
